Category,Synonym,Matched CUI,Canonical Name,Keyword
Hyperglycemic,,C5146979,glucose^15m post dose triple bolus,glucose
Hyperglycemic,,C5146980,glucose^15m post xxx challenge,glucose
Hyperglycemic,,C5146981,glucose^15m pre dose betaxolol,glucose
Hyperglycemic,,C5146982,glucose^15m pre dose glucagon,glucose
Hyperglycemic,,C5146983,glucose^15m pre dose glucose,glucose
Hyperglycemic,,C5146984,glucose^15m pre dose insulin iv,glucose
Hyperglycemic,,C5146985,glucose^15m pre dose ornithine alpha-ketoglutarate,glucose
Hyperglycemic,,C5146986,glucose^15m pre xxx challenge,glucose
Hyperglycemic,,C5146987,glucose^15th specimen post xxx challenge,glucose
Hyperglycemic,,C5146988,glucose^16h post xxx challenge,glucose
Hyperglycemic,,C5146989,glucose^16m post xxx challenge,glucose
Hyperglycemic,,C5146990,glucose^17.5h post xxx challenge,glucose
Hyperglycemic,,C5146991,glucose^18.5h post xxx challenge,glucose
Hyperglycemic,,C5146992,glucose^18h post xxx challenge,glucose
Hyperglycemic,,C5146993,glucose^19.5h post xxx challenge,glucose
Hyperglycemic,,C5146994,glucose^19m post xxx challenge,glucose
Hyperglycemic,,C5146995,glucose^1h post 0.05-0.15 u insulin/kg iv post 12h cfst,glucose
Hyperglycemic,,C5146996,glucose^1h post 0.5 g/kg glucose iv,glucose
Hyperglycemic,,C5146997,glucose^1h post 1.2 g/kg lactose po,glucose
Hyperglycemic,,C5146998,glucose^1h post 100 g glucose po,glucose
Hyperglycemic,,C5146999,glucose^1h post 50 g glucose po,glucose
Hyperglycemic,,C5147000,glucose^1h post 50 g lactose po,glucose
Hyperglycemic,,C5147001,glucose^1h post 75 g glucose po,glucose
Hyperglycemic,,C5147002,glucose^1h post dose arginine+insulin,glucose
Hyperglycemic,,C5147003,glucose^1h post dose betaxolol,glucose
Hyperglycemic,,C5147004,glucose^1h post dose clonidine,glucose
Hyperglycemic,,C5147005,glucose^1h post dose fructose po,glucose
Hyperglycemic,,C5147006,glucose^1h post dose glucose,glucose
Hyperglycemic,,C5147007,glucose^1h post dose insulin iv,glucose
Hyperglycemic,,C5147008,glucose^1h post dose lactose po,glucose
Hyperglycemic,,C5147009,glucose^1h post dose ornithine alpha-ketoglutarate,glucose
Hyperglycemic,,C5147010,glucose^1h post dose triple bolus,glucose
Hyperglycemic,,C5147011,glucose^1h post dose u/kg insulin iv,glucose
Hyperglycemic,,C5147012,glucose^1h post meal,glucose
Hyperglycemic,,C5147013,glucose^1h post xxx challenge,glucose
Hyperglycemic,,C5147014,glucose^1m post 0.5 g/kg glucose iv,glucose
Hyperglycemic,,C5147015,glucose^1m post xxx challenge,glucose
Hyperglycemic,,C5147016,glucose^1st specimen,glucose
Hyperglycemic,,C5147017,glucose^1st specimen post dose lactose,glucose
Hyperglycemic,,C5147018,glucose^1st specimen post xxx challenge,glucose
Hyperglycemic,,C5147019,glucose^1st tube,glucose
Hyperglycemic,,C5147020,glucose^2 pm specimen,glucose
Hyperglycemic,,C5147021,glucose^2.17h post xxx challenge,glucose
Hyperglycemic,,C5147022,glucose^2.3h post dose glucose,glucose
Hyperglycemic,,C5147023,glucose^2.5h post 100 g glucose po,glucose
Hyperglycemic,,C5147024,glucose^2.5h post 50 g lactose po,glucose
Hyperglycemic,,C5147025,glucose^2.5h post 75 g glucose po,glucose
Hyperglycemic,,C5147026,glucose^2.5h post dose betaxolol,glucose
Hyperglycemic,,C5147027,glucose^2.5h post dose glucose,glucose
Hyperglycemic,,C5147028,glucose^2.5h post dose insulin iv,glucose
Hyperglycemic,,C5147029,glucose^2.5h post dose lactose po,glucose
Hyperglycemic,,C5147030,glucose^2.5h post dose ornithine alpha-ketoglutarate,glucose
Hyperglycemic,,C5147031,glucose^2.5h post xxx challenge,glucose
Hyperglycemic,,C5147032,glucose^2.6h post dose glucose,glucose
Hyperglycemic,,C5147033,glucose^20.5h post xxx challenge,glucose
Hyperglycemic,,C5147034,glucose^20h post xxx challenge,glucose
Hyperglycemic,,C5147035,glucose^20m post 0.5 g/kg glucose iv,glucose
Hyperglycemic,,C5147036,glucose^20m post 50 g lactose po,glucose
Hyperglycemic,,C5147037,glucose^20m post dose glucagon,glucose
Hyperglycemic,,C5147038,glucose^20m post dose glucose,glucose
Hyperglycemic,,C5147039,glucose^20m post dose lactose po,glucose
Hyperglycemic,,C5147040,glucose^20m post xxx challenge,glucose
Hyperglycemic,,C5147041,glucose^20m pre xxx challenge,glucose
Hyperglycemic,,C5147042,glucose^21.5h post xxx challenge,glucose
Hyperglycemic,,C5147043,glucose^22h post xxx challenge,glucose
Hyperglycemic,,C5147044,glucose^22m post xxx challenge,glucose
Hyperglycemic,,C5147045,glucose^23.5h post xxx challenge,glucose
Hyperglycemic,,C5147046,glucose^24h post peritoneal dialysis,glucose
Hyperglycemic,,C5147047,glucose^25h post xxx challenge,glucose
Hyperglycemic,,C5147048,glucose^25m post xxx challenge,glucose
Hyperglycemic,,C5147049,glucose^26h post xxx challenge,glucose
Hyperglycemic,,C5147050,glucose^27h post xxx challenge,glucose
Hyperglycemic,,C5147051,glucose^27m post xxx challenge,glucose
Hyperglycemic,,C5147052,glucose^28h post xxx challenge,glucose
Hyperglycemic,,C5147053,glucose^29h post xxx challenge,glucose
Hyperglycemic,,C5147054,glucose^2d post xxx challenge,glucose
Hyperglycemic,,C5147055,glucose^2h dwell specimen,glucose
Hyperglycemic,,C5147056,glucose^2h post 1.2 g/kg lactose po,glucose
Hyperglycemic,,C5147057,glucose^2h post 100 g glucose po,glucose
Hyperglycemic,,C5147058,glucose^2h post 50 g glucose po,glucose
Hyperglycemic,,C5147059,glucose^2h post 50 g lactose po,glucose
Hyperglycemic,,C5147060,glucose^2h post dose betaxolol,glucose
Hyperglycemic,,C5147061,glucose^2h post dose clonidine,glucose
Hyperglycemic,,C5147062,glucose^2h post dose fructose po,glucose
Hyperglycemic,,C5147063,glucose^2h post dose glucose,glucose
Hyperglycemic,,C5147064,glucose^2h post dose insulin iv,glucose
Hyperglycemic,,C5147065,glucose^2h post dose lactose po,glucose
Hyperglycemic,,C5147066,glucose^2h post dose ornithine alpha-ketoglutarate,glucose
Hyperglycemic,,C5147067,glucose^2h post dose triple bolus,glucose
Hyperglycemic,,C5147068,glucose^2h post meal,glucose
Hyperglycemic,,C5147069,glucose^2h post peritoneal dialysis,glucose
Hyperglycemic,,C5147070,glucose^2h post xxx challenge,glucose
Hyperglycemic,,C5147071,glucose^2h specimen,glucose
Hyperglycemic,,C5147072,glucose^2m post dose glucagon,glucose
Hyperglycemic,,C5147073,glucose^2m post xxx challenge,glucose
Hyperglycemic,,C5147074,glucose^2nd specimen,glucose
Hyperglycemic,,C5147075,glucose^2nd specimen post dose lactose,glucose
Hyperglycemic,,C5147076,glucose^2nd specimen post xxx challenge,glucose
Hyperglycemic,,C5147077,glucose^2nd tube,glucose
Hyperglycemic,,C5147078,glucose^3 pm specimen,glucose
Hyperglycemic,,C5147079,glucose^3.3h post dose glucose,glucose
Hyperglycemic,,C5147080,glucose^3.5h post 100 g glucose po,glucose
Hyperglycemic,,C5147081,glucose^3.5h post 75 g glucose po,glucose
Hyperglycemic,,C5147082,glucose^3.5h post dose glucose,glucose
Hyperglycemic,,C5147083,glucose^3.5h post dose lactose po,glucose
Hyperglycemic,,C5147084,glucose^3.5h post xxx challenge,glucose
Hyperglycemic,,C5147085,glucose^3.6h post dose glucose,glucose
Hyperglycemic,,C5147086,glucose^30h post xxx challenge,glucose
Hyperglycemic,,C5147087,glucose^30m post 0.05-0.15 u insulin/kg iv post 12h cfst,glucose
Hyperglycemic,,C5147088,glucose^30m post 0.1 u/kg insulin,glucose
Hyperglycemic,,C5147089,glucose^30m post 0.5 g/kg glucose iv,glucose
Hyperglycemic,,C5147090,glucose^30m post 1.2 g/kg lactose po,glucose
Hyperglycemic,,C5147091,glucose^30m post 100 g glucose po,glucose
Hyperglycemic,,C5147092,glucose^30m post 50 g lactose po,glucose
Hyperglycemic,,C5147093,glucose^30m post 75 g glucose po,glucose
Hyperglycemic,,C5147094,glucose^30m post dose arginine+insulin,glucose
Hyperglycemic,,C5147095,glucose^30m post dose betaxolol,glucose
Hyperglycemic,,C5147096,glucose^30m post dose clonidine,glucose
Hyperglycemic,,C5147097,glucose^30m post dose fructose po,glucose
Hyperglycemic,,C5147098,glucose^30m post dose glucagon,glucose
Hyperglycemic,,C5147099,glucose^30m post dose glucose,glucose
Hyperglycemic,,C5147100,glucose^30m post dose insulin iv,glucose
Hyperglycemic,,C5147101,glucose^30m post dose lactose po,glucose
Hyperglycemic,,C5147102,glucose^30m post dose ornithine alpha-ketoglutarate,glucose
Hyperglycemic,,C5147103,glucose^30m post dose triple bolus,glucose
Hyperglycemic,,C5147104,glucose^30m post dose u/kg insulin iv,glucose
Hyperglycemic,,C5147105,glucose^30m post xxx challenge,glucose
Hyperglycemic,,C5147106,glucose^30m pre dose betaxolol,glucose
Hyperglycemic,,C5147107,glucose^30m pre xxx challenge,glucose
Hyperglycemic,,C5147108,glucose^31h post xxx challenge,glucose
Hyperglycemic,,C5147109,glucose^36h post xxx challenge,glucose
Hyperglycemic,,C5147110,glucose^3h post 1.2 g/kg lactose po,glucose
Hyperglycemic,,C5147111,glucose^3h post 50 g lactose po,glucose
Hyperglycemic,,C5147112,glucose^3h post 75 g glucose po,glucose
Hyperglycemic,,C5147113,glucose^3h post dose betaxolol,glucose
Hyperglycemic,,C5147114,glucose^3h post dose fructose po,glucose
Hyperglycemic,,C5147115,glucose^3h post dose glucose,glucose
Hyperglycemic,,C5147116,glucose^3h post dose lactose po,glucose
Hyperglycemic,,C5147117,glucose^3h post dose ornithine alpha-ketoglutarate,glucose
Hyperglycemic,,C5147118,glucose^3h post dose triple bolus,glucose
Hyperglycemic,,C5147119,glucose^3h post xxx challenge,glucose
Hyperglycemic,,C5147120,glucose^3h pre dose insulin iv,glucose
Hyperglycemic,,C5147121,glucose^3m post 0.5 g/kg glucose iv,glucose
Hyperglycemic,,C5147122,glucose^3m post xxx challenge,glucose
Hyperglycemic,,C5147123,glucose^3m pre xxx challenge,glucose
Hyperglycemic,,C5147124,glucose^3rd specimen,glucose
Hyperglycemic,,C5147125,glucose^3rd specimen post dose lactose,glucose
Hyperglycemic,,C5147126,glucose^3rd specimen post xxx challenge,glucose
Hyperglycemic,,C5147127,glucose^3rd tube,glucose
Hyperglycemic,,C5147128,glucose^4 am specimen,glucose
Hyperglycemic,,C5147129,glucose^4 pm specimen,glucose
Hyperglycemic,,C5147130,glucose^4.5h post 100 g glucose po,glucose
Hyperglycemic,,C5147131,glucose^4.5h post 75 g glucose po,glucose
Hyperglycemic,,C5147132,glucose^4.5h post dose glucose,glucose
Hyperglycemic,,C5147133,glucose^4.5h post xxx challenge,glucose
Hyperglycemic,,C5147134,glucose^40m post 0.5 g/kg glucose iv,glucose
Hyperglycemic,,C5147135,glucose^40m post 50 g lactose po,glucose
Hyperglycemic,,C5147136,glucose^40m post dose glucose,glucose
Hyperglycemic,,C5147137,glucose^40m post dose lactose po,glucose
Hyperglycemic,,C5147138,glucose^40m post xxx challenge,glucose
Hyperglycemic,,C5147139,glucose^45m post 100 g glucose po,glucose
Hyperglycemic,,C5147140,glucose^45m post 50 g lactose po,glucose
Hyperglycemic,,C5147141,glucose^45m post 75 g glucose po,glucose
Hyperglycemic,,C5147142,glucose^45m post dose arginine+insulin,glucose
Hyperglycemic,,C5147143,glucose^45m post dose betaxolol,glucose
Hyperglycemic,,C5147144,glucose^45m post dose glucose,glucose
Hyperglycemic,,C5147145,glucose^45m post dose lactose po,glucose
Hyperglycemic,,C5147146,glucose^45m post dose ornithine alpha-ketoglutarate,glucose
Hyperglycemic,,C5147147,glucose^45m post dose triple bolus,glucose
Hyperglycemic,,C5147148,glucose^45m post xxx challenge,glucose
Hyperglycemic,,C5147149,glucose^4h dwell specimen,glucose
Hyperglycemic,,C5147150,glucose^4h post 100 g glucose po,glucose
Hyperglycemic,,C5147151,glucose^4h post 50 g lactose po,glucose
Hyperglycemic,,C5147152,glucose^4h post 75 g glucose po,glucose
Hyperglycemic,,C5147153,glucose^4h post dose glucose,glucose
Hyperglycemic,,C5147154,glucose^4h post dose lactose po,glucose
Hyperglycemic,,C5147155,glucose^4h post peritoneal dialysis,glucose
Hyperglycemic,,C5147156,glucose^4h post xxx challenge,glucose
Hyperglycemic,,C5147157,glucose^4h specimen,glucose
Hyperglycemic,,C5147158,glucose^4m post dose glucagon,glucose
Hyperglycemic,,C5147159,glucose^4m post xxx challenge,glucose
Hyperglycemic,,C5147160,glucose^4th specimen,glucose
Hyperglycemic,,C5147161,glucose^4th specimen post dose lactose,glucose
Hyperglycemic,,C5147162,glucose^4th specimen post xxx challenge,glucose
Hyperglycemic,,C5147163,glucose^5 pm specimen,glucose
Hyperglycemic,,C5147164,glucose^5.5h post 100 g glucose po,glucose
Hyperglycemic,,C5147165,glucose^5.5h post 75 g glucose po,glucose
Hyperglycemic,,C5147166,glucose^5.5h post dose glucose,glucose
Hyperglycemic,,C5147167,glucose^5.5h post xxx challenge,glucose
Hyperglycemic,,C5147168,glucose^50m post xxx challenge,glucose
Hyperglycemic,,C5147169,glucose^5h post 100 g glucose po,glucose
Hyperglycemic,,C5147170,glucose^5h post 50 g glucose po,glucose
Hyperglycemic,,C5147171,glucose^5h post 50 g lactose po,glucose
Hyperglycemic,,C5147172,glucose^5h post 75 g glucose po,glucose
Hyperglycemic,,C5147173,glucose^5h post dose glucose,glucose
Hyperglycemic,,C5147174,glucose^5h post dose lactose po,glucose
Hyperglycemic,,C5147175,glucose^5h post xxx challenge,glucose
Hyperglycemic,,C5147176,glucose^5m post 0.5 g/kg glucose iv,glucose
Hyperglycemic,,C5147177,glucose^5m post dose glucose,glucose
Hyperglycemic,,C5147178,glucose^5m post xxx challenge,glucose
Hyperglycemic,,C5147179,glucose^5m pre dose glucagon,glucose
Hyperglycemic,,C5147180,glucose^5m pre xxx challenge,glucose
Hyperglycemic,,C5147181,glucose^5th specimen,glucose
Hyperglycemic,,C5147182,glucose^5th specimen post dose lactose,glucose
Hyperglycemic,,C5147183,glucose^5th specimen post xxx challenge,glucose
Hyperglycemic,,C5147184,glucose^6 am specimen,glucose
Hyperglycemic,,C5147185,glucose^6 pm specimen,glucose
Hyperglycemic,,C5147186,glucose^6.5h post xxx challenge,glucose
Hyperglycemic,,C5147187,glucose^6h post 100 g glucose po,glucose
Hyperglycemic,,C5147188,glucose^6h post 50 g lactose po,glucose
Hyperglycemic,,C5147189,glucose^6h post 75 g glucose po,glucose
Hyperglycemic,,C5147190,glucose^6h post dose glucose,glucose
Hyperglycemic,,C5147191,glucose^6h post dose lactose po,glucose
Hyperglycemic,,C5147192,glucose^6h post xxx challenge,glucose
Hyperglycemic,,C5147193,glucose^6m post dose glucagon,glucose
Hyperglycemic,,C5147194,glucose^6th specimen,glucose
Hyperglycemic,,C5147195,glucose^6th specimen post dose lactose,glucose
Hyperglycemic,,C5147196,glucose^6th specimen post xxx challenge,glucose
Hyperglycemic,,C5147197,glucose^7.5h post xxx challenge,glucose
Hyperglycemic,,C5147198,glucose^70m post xxx challenge,glucose
Hyperglycemic,,C5147199,glucose^75m post dose glucose,glucose
Hyperglycemic,,C5147200,glucose^75m post xxx challenge,glucose
Hyperglycemic,,C5147201,glucose^7h post meal,glucose
Hyperglycemic,,C5147202,glucose^7h post xxx challenge,glucose
Hyperglycemic,,C5147203,glucose^7th specimen,glucose
Hyperglycemic,,C5147204,glucose^7th specimen post xxx challenge,glucose
Hyperglycemic,,C5147205,glucose^8 am specimen,glucose
Hyperglycemic,,C5147206,glucose^8 pm specimen,glucose
Hyperglycemic,,C5147207,glucose^8.5h post xxx challenge,glucose
Hyperglycemic,,C5147208,glucose^80m post xxx challenge,glucose
Hyperglycemic,,C5147209,glucose^8h post xxx challenge,glucose
Hyperglycemic,,C5147210,glucose^8m post dose glucagon,glucose
Hyperglycemic,,C5147211,glucose^8m post xxx challenge,glucose
Hyperglycemic,,C5147212,glucose^8m pre xxx challenge,glucose
Hyperglycemic,,C5147213,glucose^8th specimen,glucose
Hyperglycemic,,C5147214,glucose^9.5h post xxx challenge,glucose
Hyperglycemic,,C5147215,glucose^9h post xxx challenge,glucose
Hyperglycemic,,C5147216,glucose^9m post xxx challenge,glucose
Hyperglycemic,,C5147217,glucose^9th specimen,glucose
Hyperglycemic,,C5147218,glucose^9th specimen post xxx challenge,glucose
Hyperglycemic,,C5147219,glucose^baseline,glucose
Hyperglycemic,,C5147220,glucose^overnight,glucose
Hyperglycemic,,C5147221,glucose^overnight dwell,glucose
Hyperglycemic,,C5147222,glucose^post 10h cfst,glucose
Hyperglycemic,,C5147223,glucose^post 12h cfst,glucose
Hyperglycemic,,C5147224,glucose^post 50 g glucose,glucose
Hyperglycemic,,C5147225,glucose^post cfst,glucose
Hyperglycemic,,C5147226,glucose^post dialysis,glucose
Hyperglycemic,,C5147227,glucose^post dose glucose,glucose
Hyperglycemic,,C5147228,glucose^post meal,glucose
Hyperglycemic,,C5147229,glucose^post xxx challenge,glucose
Hyperglycemic,,C5147230,glucose^pre 0.5 g/kg glucose iv,glucose
Hyperglycemic,,C5147231,glucose^pre 100 g glucose po,glucose
Hyperglycemic,,C5147232,glucose^pre 12h cfst,glucose
Hyperglycemic,,C5147233,glucose^pre 50 g glucose po,glucose
Hyperglycemic,,C5147234,glucose^pre 50 g lactose po,glucose
Hyperglycemic,,C5147235,glucose^pre 75 g glucose po,glucose
Hyperglycemic,,C5147236,glucose^pre dialysis,glucose
Hyperglycemic,,C5147237,glucose^pre dose betaxolol,glucose
Hyperglycemic,,C5147238,glucose^pre dose fructose po,glucose
Hyperglycemic,,C5147239,glucose^pre dose glucagon,glucose
Hyperglycemic,,C5147240,glucose^pre dose glucose,glucose
Hyperglycemic,,C5147241,glucose^pre dose insulin iv,glucose
Hyperglycemic,,C5147242,glucose^pre dose ornithine alpha-ketoglutarate,glucose
Hyperglycemic,,C5147243,glucose^pre dose triple bolus,glucose
Hyperglycemic,,C5147244,glucose^pre or post dose arginine,glucose
Hyperglycemic,,C5147245,glucose^pre or post dose clonidine,glucose
Hyperglycemic,,C5147246,glucose^pre or post dose glucagon,glucose
Hyperglycemic,,C5147247,glucose^pre or post dose glucose,glucose
Hyperglycemic,,C5147248,glucose^pre or post dose insulin,glucose
Hyperglycemic,,C5147249,glucose^pre or post xxx challenge,glucose
Hyperglycemic,,C5147250,glucose^pre xxx challenge,glucose
Hyperglycemic,,C5147251,glucose^pre-meal,glucose
Hyperglycemic,,C5147444,hydrogen/expired gas^1.5h post dose glucose,glucose
Hyperglycemic,,C5147455,hydrogen/expired gas^1h post dose glucose,glucose
Hyperglycemic,,C5147462,hydrogen/expired gas^2.5h post dose glucose,glucose
Hyperglycemic,,C5147471,hydrogen/expired gas^2h post dose glucose,glucose
Hyperglycemic,,C5147475,hydrogen/expired gas^3.5h post dose glucose,glucose
Hyperglycemic,,C5147479,hydrogen/expired gas^30m post dose glucose,glucose
Hyperglycemic,,C5147484,hydrogen/expired gas^3h post dose glucose,glucose
Hyperglycemic,,C5147488,hydrogen/expired gas^4.5h post dose glucose,glucose
Hyperglycemic,,C5147494,hydrogen/expired gas^4h post dose glucose,glucose
Hyperglycemic,,C5147496,hydrogen/expired gas^5.5h post dose glucose,glucose
Hyperglycemic,,C5147500,hydrogen/expired gas^5h post dose glucose,glucose
Hyperglycemic,,C5147502,hydrogen/expired gas^6h post dose glucose,glucose
Hyperglycemic,,C5147505,hydrogen/expired gas^post 50 g glucose po,glucose
Hyperglycemic,,C5147507,hydrogen/expired gas^post dose glucose,glucose
Hyperglycemic,,C5147510,hydrogen/expired gas^pre dose glucose,glucose
Hyperglycemic,,C5147571,insulin^1.5h post 75 g glucose po,glucose
Hyperglycemic,,C5147573,insulin^1.5h post dose glucose,glucose
Hyperglycemic,,C5147574,insulin^1.5h post dose glucose iv,glucose
Hyperglycemic,,C5147580,insulin^10m post dose glucose,glucose
Hyperglycemic,,C5147581,insulin^10m post dose glucose iv,glucose
Hyperglycemic,,C5147583,insulin^10m pre dose glucose,glucose
Hyperglycemic,,C5147593,insulin^15m post dose glucose iv,glucose
Hyperglycemic,,C5147600,insulin^1h post 75 g glucose po,glucose
Hyperglycemic,,C5147602,insulin^1h post dose glucose,glucose
Hyperglycemic,,C5147603,insulin^1h post dose glucose iv,glucose
Hyperglycemic,,C5147606,insulin^1m post dose glucose iv,glucose
Hyperglycemic,,C5147611,insulin^2.5h post 75 g glucose po,glucose
Hyperglycemic,,C5147612,insulin^2.5h post dose glucose,glucose
Hyperglycemic,,C5147613,insulin^2.5h post dose glucose iv,glucose
Hyperglycemic,,C5147618,insulin^20m post dose glucose,glucose
Hyperglycemic,,C5147623,insulin^2h post 75 g glucose po,glucose
Hyperglycemic,,C5147624,insulin^2h post dose glucose,glucose
Hyperglycemic,,C5147625,insulin^2h post dose glucose iv,glucose
Hyperglycemic,,C5147634,insulin^30m post 75 g glucose po,glucose
Hyperglycemic,,C5147636,insulin^30m post dose glucose,glucose
Hyperglycemic,,C5147637,insulin^30m post dose glucose iv,glucose
Hyperglycemic,,C5147644,insulin^3h post 75 g glucose po,glucose
Hyperglycemic,,C5147645,insulin^3h post dose glucose,glucose
Hyperglycemic,,C5147646,insulin^3h post dose glucose iv,glucose
Hyperglycemic,,C5147649,insulin^3m post dose glucose,glucose
